time,hp,hx,torb,n_step
0.0,NaN,NaN,6323.021900368089,0
1.5844043907014475e-6,NaN,NaN,6322.928009734838,1
3.168808781402895e-6,NaN,NaN,6322.834116789951,2
4.753213172104342e-6,NaN,NaN,6322.740221533271,3
6.33761756280579e-6,NaN,NaN,6322.646323964664,4
7.922021953507237e-6,NaN,NaN,6322.5524240839595,5
9.506426344208684e-6,NaN,NaN,6322.458521891029,6
0.000011090830734910133,NaN,NaN,6322.364617385705,7
0.00001267523512561158,NaN,NaN,6322.270710567859,8
0.000014259639516313027,NaN,NaN,6322.176801437335,9
0.000015844043907014474,NaN,NaN,6322.082889993976,10
0.00001742844829771592,NaN,NaN,6321.988976237642,11
0.00001901285268841737,NaN,NaN,6321.895060168186,12
0.00002059725707911882,NaN,NaN,6321.801141785458,13
0.000022181661469820266,NaN,NaN,6321.707221089304,14
0.000023766065860521713,NaN,NaN,6321.6132980795865,15
0.00002535047025122316,NaN,NaN,6321.519372756152,16
0.000026934874641924608,NaN,NaN,6321.42544511885,17
0.000028519279032626055,NaN,NaN,6321.331515167524,18
0.000030103683423327502,NaN,NaN,6321.237582902034,19
0.00003168808781402895,NaN,NaN,6321.143648322243,20
0.0000332724922047304,NaN,NaN,6321.049711427978,21
0.00003485689659543184,NaN,NaN,6320.955772219111,22
0.000036441300986133294,NaN,NaN,6320.861830695484,23
0.00003802570537683474,NaN,NaN,6320.767886856955,24
0.00003961010976753619,NaN,NaN,6320.673940703362,25
0.00004119451415823764,NaN,NaN,6320.5799922345695,26
0.00004277891854893908,NaN,NaN,6320.486041450421,27
0.00004436332293964053,NaN,NaN,6320.392088350773,28
0.000045947727330341976,NaN,NaN,6320.298132935478,29
0.00004753213172104343,NaN,NaN,6320.204175204375,30
0.00004911653611174487,NaN,NaN,6320.110215157331,31
0.00005070094050244632,NaN,NaN,6320.016252794194,32
0.000052285344893147765,NaN,NaN,6319.922288114801,33
0.000053869749283849215,NaN,NaN,6319.828321119019,34
0.000055454153674550666,NaN,NaN,6319.734351806699,35
0.00005703855806525211,NaN,NaN,6319.640380177687,36
0.00005862296245595356,NaN,NaN,6319.546406231826,37
0.000060207366846655004,NaN,NaN,6319.452429968983,38
0.00006179177123735645,NaN,NaN,6319.358451389007,39
0.0000633761756280579,NaN,NaN,6319.264470491732,40
0.00006496058001875934,NaN,NaN,6319.170487277033,41
0.0000665449844094608,NaN,NaN,6319.076501744738,42
0.00006812938880016224,NaN,NaN,6318.98251389472,43
0.00006971379319086369,NaN,NaN,6318.88852372681,44
0.00007129819758156514,NaN,NaN,6318.794531240875,45
0.00007288260197226659,NaN,NaN,6318.700536436754,46
0.00007446700636296803,NaN,NaN,6318.606539314306,47
0.00007605141075366947,NaN,NaN,6318.51253987338,48
0.00007763581514437093,NaN,NaN,6318.418538113829,49
0.00007922021953507238,NaN,NaN,6318.324534035498,50
0.00008080462392577382,NaN,NaN,6318.230527638245,51
0.00008238902831647528,NaN,NaN,6318.136518921912,52
0.00008397343270717672,NaN,NaN,6318.042507886365,53
0.00008555783709787816,NaN,NaN,6317.948494531437,54
0.00008714224148857961,NaN,NaN,6317.854478856997,55
0.00008872664587928107,NaN,NaN,6317.760460862868,56
0.00009031105026998251,NaN,NaN,6317.666440548935,57
0.00009189545466068395,NaN,NaN,6317.572417915025,58
0.0000934798590513854,NaN,NaN,6317.478392961002,59
0.00009506426344208685,NaN,NaN,6317.384365686713,60
0.0000966486678327883,NaN,NaN,6317.290336091998,61
0.00009823307222348974,NaN,NaN,6317.196304176724,62
0.0000998174766141912,NaN,NaN,6317.102269940739,63
0.00010140188100489264,NaN,NaN,6317.008233383886,64
0.00010298628539559409,NaN,NaN,6316.91419450601,65
0.00010457068978629553,NaN,NaN,6316.820153306981,66
0.00010615509417699699,NaN,NaN,6316.726109786634,67
0.00010773949856769843,NaN,NaN,6316.632063944827,68
0.00010932390295839987,NaN,NaN,6316.538015781423,69
0.00011090830734910133,NaN,NaN,6316.443965296247,70
0.00011249271173980278,NaN,NaN,6316.349912489161,71
0.00011407711613050422,NaN,NaN,6316.255857360018,72
0.00011566152052120566,NaN,NaN,6316.161799908663,73
0.00011724592491190712,NaN,NaN,6316.06774013496,74
0.00011883032930260856,NaN,NaN,6315.973678038745,75
0.00012041473369331001,NaN,NaN,6315.879613619871,76
0.00012199913808401146,NaN,NaN,6315.785546878192,77
0.0001235835424747129,NaN,NaN,6315.691477813563,78
0.00012516794686541437,NaN,NaN,6315.597406425825,79
0.0001267523512561158,NaN,NaN,6315.503332714831,80
0.00012833675564681725,NaN,NaN,6315.40925668044,81
0.00012992116003751868,NaN,NaN,6315.315178322485,82
0.00013150556442822014,NaN,NaN,6315.221097640836,83
0.0001330899688189216,NaN,NaN,6315.127014635333,84
0.00013467437320962303,NaN,NaN,6315.032929305822,85
0.00013625877760032449,NaN,NaN,6314.93884165217,86
0.00013784318199102594,NaN,NaN,6314.844751674212,87
0.00013942758638172737,NaN,NaN,6314.750659371798,88
0.00014101199077242883,NaN,NaN,6314.656564744801,89
0.0001425963951631303,NaN,NaN,6314.562467793036,90
0.00014418079955383172,NaN,NaN,6314.468368516378,91
0.00014576520394453317,NaN,NaN,6314.374266914674,92
0.00014734960833523463,NaN,NaN,6314.280162987767,93
0.00014893401272593606,NaN,NaN,6314.18605673551,94
0.00015051841711663752,NaN,NaN,6314.091948157761,95
0.00015210282150733895,NaN,NaN,6313.997837254361,96
0.0001536872258980404,NaN,NaN,6313.903724025169,97
0.00015527163028874186,NaN,NaN,6313.809608470015,98
0.0001568560346794433,NaN,NaN,6313.715490588772,99
0.00015844043907014475,NaN,NaN,6313.62137038129,100
0.0001600248434608462,NaN,NaN,6313.527247847393,101
0.00016160924785154764,NaN,NaN,6313.4331229869595,102
0.0001631936522422491,NaN,NaN,6313.3389957998315,103
0.00016477805663295055,NaN,NaN,6313.244866285851,104
0.00016636246102365198,NaN,NaN,6313.150734444878,105
0.00016794686541435344,NaN,NaN,6313.056600276753,106
0.00016953126980505487,NaN,NaN,6312.96246378134,107
0.00017111567419575633,NaN,NaN,6312.868324958481,108
0.00017270007858645779,NaN,NaN,6312.774183808019,109
0.00017428448297715922,NaN,NaN,6312.680040329823,110
0.00017586888736786067,NaN,NaN,6312.585894523726,111
0.00017745329175856213,NaN,NaN,6312.4917463895745,112
0.00017903769614926356,NaN,NaN,6312.397595927236,113
0.00018062210053996502,NaN,NaN,6312.303443136548,114
0.00018220650493066648,NaN,NaN,6312.209288017369,115
0.0001837909093213679,NaN,NaN,6312.1151305695375,116
0.00018537531371206936,NaN,NaN,6312.020970792915,117
0.0001869597181027708,NaN,NaN,6311.926808687337,118
0.00018854412249347225,NaN,NaN,6311.8326442526695,119
0.0001901285268841737,NaN,NaN,6311.738477488758,120
0.00019171293127487514,NaN,NaN,6311.644308395453,121
0.0001932973356655766,NaN,NaN,6311.550136972593,122
0.00019488174005627805,NaN,NaN,6311.455963220036,123
0.00019646614444697948,NaN,NaN,6311.3617871376455,124
0.00019805054883768094,NaN,NaN,6311.267608725243,125
0.0001996349532283824,NaN,NaN,6311.173427982699,126
0.00020121935761908383,NaN,NaN,6311.0792449098535,127
0.00020280376200978528,NaN,NaN,6310.985059506571,128
0.00020438816640048674,NaN,NaN,6310.890871772674,129
0.00020597257079118817,NaN,NaN,6310.796681708046,130
0.00020755697518188963,NaN,NaN,6310.7024893125135,131
0.00020914137957259106,NaN,NaN,6310.608294585923,132
0.00021072578396329252,NaN,NaN,6310.514097528142,133
0.00021231018835399397,NaN,NaN,6310.41989813901,134
0.0002138945927446954,NaN,NaN,6310.325696418383,135
0.00021547899713539686,NaN,NaN,6310.231492366096,136
0.00021706340152609832,NaN,NaN,6310.137285982014,137
0.00021864780591679975,NaN,NaN,6310.043077265983,138
0.0002202322103075012,NaN,NaN,6309.948866217845,139
0.00022181661469820266,NaN,NaN,6309.854652837463,140
0.0002234010190889041,NaN,NaN,6309.760437124672,141
0.00022498542347960555,NaN,NaN,6309.666219079331,142
0.00022656982787030698,NaN,NaN,6309.571998701294,143
0.00022815423226100844,NaN,NaN,6309.47777599039,144
0.0002297386366517099,NaN,NaN,6309.383550946484,145
0.00023132304104241133,NaN,NaN,6309.289323569431,146
0.00023290744543311278,NaN,NaN,6309.195093859068,147
0.00023449184982381424,NaN,NaN,6309.100861815247,148
0.00023607625421451567,NaN,NaN,6309.00662743783,149
0.00023766065860521713,NaN,NaN,6308.912390726646,150
0.00023924506299591858,NaN,NaN,6308.818151681559,151
0.00024082946738662002,NaN,NaN,6308.72391030242,152
0.00024241387177732147,NaN,NaN,6308.6296665890595,153
0.00024399827616802293,NaN,NaN,6308.535420541348,154
0.0002455826805587244,NaN,NaN,6308.441172159127,155
0.0002471670849494258,NaN,NaN,6308.34692144224,156
0.00024875148934012725,NaN,NaN,6308.252668390544,157
0.00025033589373082873,NaN,NaN,6308.158413003885,158
0.00025192029812153016,NaN,NaN,6308.064155282117,159
0.0002535047025122316,NaN,NaN,6307.969895225092,160
0.0002550891069029331,NaN,NaN,6307.875632832637,161
0.0002566735112936345,NaN,NaN,6307.7813681046255,162
0.00025825791568433594,NaN,NaN,6307.6871010409,163
0.00025984232007503737,NaN,NaN,6307.592831641302,164
0.00026142672446573885,NaN,NaN,6307.498559905695,165
0.0002630111288564403,NaN,NaN,6307.404285833908,166
0.0002645955332471417,NaN,NaN,6307.310009425808,167
0.0002661799376378432,NaN,NaN,6307.215730681231,168
0.0002677643420285446,NaN,NaN,6307.121449600051,169
0.00026934874641924606,NaN,NaN,6307.02716618209,170
0.00027093315080994754,NaN,NaN,6306.9328804272045,171
0.00027251755520064897,NaN,NaN,6306.838592335248,172
0.0002741019595913504,NaN,NaN,6306.744301906068,173
0.0002756863639820519,NaN,NaN,6306.650009139502,174
0.0002772707683727533,NaN,NaN,6306.555714035424,175
0.00027885517276345475,NaN,NaN,6306.46141659366,176
0.00028043957715415623,NaN,NaN,6306.36711681407,177
0.00028202398154485766,NaN,NaN,6306.272814696497,178
0.0002836083859355591,NaN,NaN,6306.178510240799,179
0.0002851927903262606,NaN,NaN,6306.084203446824,180
0.000286777194716962,NaN,NaN,6305.98989431441,181
0.00028836159910766344,NaN,NaN,6305.895582843409,182
0.0002899460034983649,NaN,NaN,6305.801269033676,183
0.00029153040788906635,NaN,NaN,6305.706952885066,184
0.0002931148122797678,NaN,NaN,6305.612634397404,185
0.00029469921667046926,NaN,NaN,6305.518313570567,186
0.0002962836210611707,NaN,NaN,6305.423990404378,187
0.0002978680254518721,NaN,NaN,6305.329664898708,188
0.00029945242984257355,NaN,NaN,6305.2353370533965,189
0.00030103683423327504,NaN,NaN,6305.141006868287,190
0.00030262123862397647,NaN,NaN,6305.046674343239,191
0.0003042056430146779,NaN,NaN,6304.952339478086,192
0.0003057900474053794,NaN,NaN,6304.858002272699,193
0.0003073744517960808,NaN,NaN,6304.763662726913,194
0.00030895885618678224,NaN,NaN,6304.669320840565,195
0.00031054326057748373,NaN,NaN,6304.574976613521,196
0.00031212766496818516,NaN,NaN,6304.480630045635,197
0.0003137120693588866,NaN,NaN,6304.386281136747,198
0.0003152964737495881,NaN,NaN,6304.291929886695,199
0.0003168808781402895,NaN,NaN,6304.197576295344,200
0.00031846528253099093,NaN,NaN,6304.1032203625255,201
0.0003200496869216924,NaN,NaN,6304.008862088103,202
0.00032163409131239385,NaN,NaN,6303.914501471924,203
0.0003232184957030953,NaN,NaN,6303.82013851383,204
0.00032480290009379676,NaN,NaN,6303.725773213675,205
0.0003263873044844982,NaN,NaN,6303.6314055713065,206
0.0003279717088751996,NaN,NaN,6303.5370355865725,207
0.0003295561132659011,NaN,NaN,6303.442663259319,208
0.00033114051765660254,NaN,NaN,6303.348288589398,209
0.00033272492204730397,NaN,NaN,6303.25391157666,210
0.0003343093264380054,NaN,NaN,6303.159532220946,211
0.0003358937308287069,NaN,NaN,6303.065150522106,212
0.0003374781352194083,NaN,NaN,6302.970766479996,213
0.00033906253961010974,NaN,NaN,6302.876380094457,214
0.0003406469440008112,NaN,NaN,6302.781991365345,215
0.00034223134839151266,NaN,NaN,6302.687600292494,216
0.0003438157527822141,NaN,NaN,6302.59320687577,217
0.00034540015717291557,NaN,NaN,6302.498811115003,218
