time,hp,hx,torb,n_step
0.0,-1.0475036199469206e-16,-1.4463434905522535e-17,2537.2916862241946,0
1.5844043907014475e-6,-1.0607406119668343e-16,-1.6680963252383762e-18,2537.2213023733975,1
3.168808781402895e-6,-1.0519303427103215e-16,1.1148599899110503e-17,2537.150915305657,2
4.753213172104342e-6,-1.031438873863118e-16,2.3838019423996162e-17,2537.080525020596,3
6.33761756280579e-6,-9.894537839671753e-17,3.605018036697951e-17,2537.0101315178276,4
7.922021953507237e-6,-9.36619625859378e-17,4.7827688498569657e-17,2536.9397347969616,5
9.506426344208684e-6,-8.640613900717811e-17,5.865876950368301e-17,2536.869334857628,6
0.000011090830734910133,-7.82325391906137e-17,6.877665257424017e-17,2536.7989316994376,7
0.00001267523512561158,-6.837352379726159e-17,7.753828661756645e-17,2536.728525322,8
0.000014259639516313027,-5.783756087024412e-17,8.535477084940584e-17,2536.658115724942,9
0.000015844043907014474,-4.5994295708226785e-17,9.149011143621392e-17,2536.587702907881,10
0.00001742844829771592,-3.3774002214431125e-17,9.651044268300245e-17,2536.5172868704276,11
0.00001901285268841737,-2.069069529152739e-17,9.962908390756121e-17,2536.4468676121996,12
0.00002059725707911882,-7.571121038305332e-18,1.0153728699323243e-16,2536.37644513281,13
0.000022181661469820266,5.930028025915643e-18,1.0143944863957136e-16,2536.3060194318814,14
0.000023766065860521713,1.9106754848034593e-17,1.0011869441369909e-16,2536.235590509022,15
0.00002535047025122316,3.2177635306613064e-17,9.680733139674859e-17,2536.1651583638613,16
0.000026934874641924608,4.4566222508427954e-17,9.234761558364054e-17,2536.0947229960007,17
0.000028519279032626055,5.638630074725943e-17,8.602770961316975e-17,2536.0242844050663,18
0.000030103683423327502,6.719225198760933e-17,7.872021887140066e-17,2535.953842590668,19
0.00003168808781402895,7.702014421545252e-17,6.97854544793166e-17,2535.8833975524253,20
0.0000332724922047304,8.555057303533642e-17,6.010406511699565e-17,2535.8129492899516,21
0.00003485689659543184,9.277062727956688e-17,4.9111624740011477e-17,2535.742497802865,22
0.000036441300986133294,9.847873129891349e-17,3.7682460832562657e-17,2535.6720430907785,23
0.00003802570537683474,1.0263929928804042e-16,2.531795652177633e-17,2535.601585153306,24
0.00003961010976753619,1.051592837869447e-16,1.287944800827397e-17,2535.531123990068,25
0.00004119451415823764,1.0600095926042234e-16,-8.653078675351721e-20,2535.4606596006756,26
0.00004277891854893908,1.0517161293802125e-16,-1.273129988487259e-17,2535.3901919847467,27
0.00004436332293964053,1.0264302037831407e-16,-2.5491102230042133e-17,2535.3197211418938,28
0.000045947727330341976,9.851796712677163e-17,-3.752603571962075e-17,2535.249247071736,29
0.00004753213172104343,9.277881069561792e-17,-4.928554256325025e-17,2535.178769773884,30
0.00004911653611174487,8.562298819921814e-17,-5.993391695597264e-17,2535.1082892479585,31
0.00005070094050244632,7.703381870259292e-17,-6.996210709508778e-17,2535.037805493568,32
0.000052285344893147765,6.730650002359838e-17,-7.853639829082495e-17,2534.967318510328,33
0.000053869749283849215,5.640587706300627e-17,-8.621096474959152e-17,2534.8968282978612,34
0.000055454153674550666,4.4731022029059404e-17,-9.215710506430373e-17,2534.826334855774,35
0.00005703855806525211,3.220170295370149e-17,-9.700309023806451e-17,2534.7558381836816,36
0.00005862296245595356,1.9328070732728072e-17,-9.993578117382345e-17,2534.685338281199,37
0.000060207366846655004,5.954343128969189e-18,-1.0165517561142114e-16,2534.614835147946,38
0.00006179177123735645,-7.292807475089648e-18,-1.0138255721871569e-16,2534.5443287835333,39
0.0000633761756280579,-2.067433240945458e-17,-9.987299023527431e-17,2534.473819187574,40
0.00006496058001875934,-3.344599683563283e-17,-9.640855322249012e-17,2534.403306359681,41
0.0000665449844094608,-4.599888251974525e-17,-9.176972434614544e-17,2534.332790299471,42
0.00006812938880016224,-5.747649553600762e-17,-8.533114738770527e-17,2534.2622710065616,43
0.00006971379319086369,-6.84168569506651e-17,-7.78586414138662e-17,2534.191748480561,44
0.00007129819758156514,-7.786458109688466e-17,-6.885353920172846e-17,2534.1212227210845,45
0.00007288260197226659,-8.650993962113913e-17,-5.902075649073368e-17,2534.050693727747,46
0.00007446700636296803,-9.33216371563997e-17,-4.802013306599962e-17,2533.98016150016,47
0.00007605141075366947,-9.913420392570935e-17,-3.6448656712301026e-17,2533.909626037942,48
0.00007763581514437093,-1.0287169252360234e-16,-2.4149955026337385e-17,2533.8390873407016,49
0.00007922021953507238,-1.054921616924692e-16,-1.1570684309230673e-17,2533.7685454080574,50
0.00008080462392577382,-1.0591252369576139e-16,1.2461725342141781e-18,2533.6980002396176,51
0.00008238902831647528,-1.0518284614246048e-16,1.403888078431529e-17,2533.627451835003,52
0.00008397343270717672,-1.0225376994543037e-16,2.6562381171992593e-17,2533.5569001938143,53
0.00008555783709787816,-9.822727212031765e-17,3.876031048081136e-17,2533.486345315676,54
0.00008714224148857961,-9.212842710869642e-17,5.019801398635788e-17,2533.415787200202,55
0.00008872664587928107,-8.50666049496055e-17,6.103074251154588e-17,2533.345225846995,56
0.00009031105026998251,-7.617819011918835e-17,7.06592808615646e-17,2533.2746612556803,57
0.00009189545466068395,-6.653447830994802e-17,7.944253211154905e-17,2533.204093425861,58
0.0000934798590513854,-5.5411822298604916e-17,8.665423302745145e-17,2533.13352235715,59
0.00009506426344208685,-4.380332434277651e-17,9.283330502187767e-17,2533.062948049171,60
